id_factura,id_cliente,id_sucursal,fecha,monto_lista,descuento_aplicado,monto_final,fuga_rentabilidad
FAC-041272,CLT-0184,SUC-038,2023-02-07,14541.23,2018.88,12522.349999999999,2018.88
FAC-039198,CLT-0149,SUC-030,2023-02-07,438.67,67.34,371.33000000000004,67.34
FAC-015528,CLT-0367,SUC-023,2023-02-07,5721.59,1630.04,4091.55,1630.04
FAC-024281,CLT-0142,SUC-021,2023-02-07,6782.2,2092.21,4689.99,2092.21
FAC-019063,CLT-0281,SUC-043,2023-02-07,1005.31,190.33,814.9799999999999,190.33
FAC-030866,CLT-0498,SUC-029,2023-02-07,984.39,163.79,820.6,163.79
FAC-044778,CLT-0108,SUC-049,2023-02-07,469.38,78.12,391.26,78.12
FAC-043932,CLT-0177,SUC-026,2023-02-07,3279.92,380.39,2899.53,380.39
FAC-033340,CLT-0264,SUC-019,2023-02-07,11828.17,851.42,10976.75,851.42
FAC-018630,CLT-0294,SUC-023,2023-02-07,7026.63,2151.51,4875.12,2151.51
FAC-004535,CLT-0292,SUC-006,2023-02-07,43882.83,7516.95,36365.880000000005,7516.95
FAC-006454,CLT-0347,SUC-004,2023-02-07,2381.68,415.12,1966.56,415.12
FAC-010909,CLT-0089,SUC-023,2023-02-07,707.51,212.08,495.42999999999995,212.08
FAC-015700,CLT-0037,SUC-036,2023-02-07,8435.58,596.85,7838.73,596.85
FAC-019014,CLT-0441,SUC-045,2023-02-07,5619.12,1525.12,4094.0,1525.12
FAC-030593,CLT-0473,SUC-014,2023-02-07,1371.56,254.27,1117.29,254.27
FAC-012830,CLT-0265,SUC-037,2023-02-07,12591.04,3332.96,9258.080000000002,3332.96
FAC-002077,CLT-0007,SUC-049,2023-02-07,907.33,140.14,767.19,140.14
FAC-047943,CLT-0155,SUC-008,2023-02-07,25554.98,5441.64,20113.34,5441.64
FAC-000526,CLT-0175,SUC-039,2023-02-07,22640.43,7270.21,15370.220000000001,7270.21
FAC-028976,CLT-0100,SUC-050,2023-02-07,3795.87,890.11,2905.7599999999998,890.11
FAC-003958,CLT-0028,SUC-001,2023-02-07,405.99,117.11,288.88,117.11
FAC-005439,CLT-0466,SUC-024,2023-02-07,4030.39,105.34,3925.0499999999997,105.34
FAC-019215,CLT-0114,SUC-022,2023-02-07,215.89,25.1,190.79,25.1
FAC-029032,CLT-0297,SUC-001,2023-02-07,1165.47,332.37,833.1,332.37
FAC-041499,CLT-0271,SUC-050,2023-02-07,84.43,21.19,63.24000000000001,21.19
FAC-015654,CLT-0072,SUC-012,2023-02-07,202.97,31.58,171.39,31.58
FAC-049603,CLT-0227,SUC-002,2023-02-07,4366.88,699.86,3667.02,699.86
FAC-049583,CLT-0390,SUC-020,2023-02-07,4564.61,413.74,4150.87,413.74
FAC-023981,CLT-0411,SUC-025,2023-02-07,79.76,9.92,69.84,9.92
FAC-039009,CLT-0450,SUC-002,2023-02-07,2176.99,415.67,1761.3199999999997,415.67
FAC-020351,CLT-0422,SUC-034,2023-02-07,11607.39,1698.51,9908.88,1698.51
FAC-040225,CLT-0201,SUC-012,2023-02-07,17027.38,2832.59,14194.79,2832.59
FAC-001802,CLT-0095,SUC-026,2023-02-07,1001.86,110.7,891.16,110.7
FAC-032131,CLT-0078,SUC-019,2023-02-07,893.87,44.84,849.03,44.84
FAC-000279,CLT-0167,SUC-031,2023-02-07,3865.97,1175.91,2690.0599999999995,1175.91
FAC-015283,CLT-0406,SUC-043,2023-02-07,1278.56,244.22,1034.34,244.22
FAC-004386,CLT-0140,SUC-049,2023-02-07,3225.68,440.07,2785.6099999999997,440.07
FAC-011678,CLT-0436,SUC-036,2023-02-07,18333.29,1513.06,16820.23,1513.06
FAC-017361,CLT-0008,SUC-006,2023-02-07,1777.93,282.72,1495.21,282.72
FAC-001118,CLT-0089,SUC-019,2023-02-07,1472.99,95.29,1377.7,95.29
FAC-010288,CLT-0381,SUC-003,2023-02-07,5017.44,857.67,4159.7699999999995,857.67
FAC-032622,CLT-0217,SUC-020,2023-02-07,8953.98,903.68,8050.299999999999,903.68
FAC-022468,CLT-0376,SUC-034,2023-02-07,970.68,133.27,837.41,133.27
FAC-018389,CLT-0326,SUC-033,2023-02-07,519.89,145.21,374.67999999999995,145.21
FAC-015929,CLT-0331,SUC-041,2023-02-07,3702.57,115.32,3587.25,115.32
FAC-035685,CLT-0138,SUC-025,2023-02-07,1276.39,176.0,1100.39,176.0
FAC-036003,CLT-0205,SUC-042,2023-02-07,1788.59,257.72,1530.87,257.72
FAC-047025,CLT-0263,SUC-013,2023-02-07,675.78,137.44,538.3399999999999,137.44
FAC-042598,CLT-0142,SUC-046,2023-02-07,424.56,85.54,339.02,85.54
FAC-039855,CLT-0361,SUC-044,2023-02-07,2586.13,281.91,2304.2200000000003,281.91
FAC-046685,CLT-0086,SUC-016,2023-02-07,113.0,22.68,90.32,22.68
FAC-010238,CLT-0258,SUC-033,2023-02-07,3126.53,863.45,2263.08,863.45
FAC-035784,CLT-0037,SUC-028,2023-02-07,41243.22,2761.4,38481.82,2761.4
FAC-042366,CLT-0363,SUC-010,2023-02-07,1355.34,184.17,1171.1699999999998,184.17
FAC-036054,CLT-0131,SUC-023,2023-02-07,1714.19,543.89,1170.3000000000002,543.89
FAC-005835,CLT-0086,SUC-027,2023-02-07,4306.4,375.12,3931.2799999999997,375.12
FAC-042643,CLT-0291,SUC-009,2023-02-07,805.32,233.98,571.34,233.98
FAC-010547,CLT-0161,SUC-049,2023-02-07,256.76,34.94,221.82,34.94
FAC-037678,CLT-0447,SUC-041,2023-02-07,15665.42,448.2,15217.22,448.2
FAC-003317,CLT-0047,SUC-033,2023-02-07,4306.48,1218.65,3087.8299999999995,1218.65
FAC-014268,CLT-0214,SUC-003,2023-02-07,305.83,57.19,248.64,57.19
FAC-010461,CLT-0440,SUC-030,2023-02-07,13374.24,2017.15,11357.09,2017.15
FAC-007432,CLT-0099,SUC-006,2023-02-07,329.32,58.06,271.26,58.06
FAC-019599,CLT-0373,SUC-038,2023-02-07,5855.74,669.07,5186.67,669.07
FAC-042170,CLT-0202,SUC-009,2023-02-07,3220.89,882.9,2337.99,882.9
FAC-010318,CLT-0428,SUC-038,2023-02-07,2367.73,252.35,2115.38,252.35
FAC-010473,CLT-0402,SUC-044,2023-02-07,1991.08,226.8,1764.28,226.8
FAC-014282,CLT-0365,SUC-044,2023-02-07,20577.13,2291.38,18285.75,2291.38
FAC-010324,CLT-0126,SUC-041,2023-02-07,280.96,10.33,270.63,10.33
FAC-027475,CLT-0468,SUC-017,2023-02-07,497.51,38.01,459.5,38.01
FAC-026269,CLT-0285,SUC-027,2023-02-07,315.9,25.65,290.25,25.65
FAC-042728,CLT-0314,SUC-048,2023-02-07,540.5,168.56,371.94,168.56
FAC-021822,CLT-0227,SUC-003,2023-02-07,294.88,50.64,244.24,50.64
FAC-042557,CLT-0387,SUC-023,2023-02-07,7295.59,2085.56,5210.030000000001,2085.56
FAC-003092,CLT-0033,SUC-021,2023-02-07,5637.49,1604.59,4032.8999999999996,1604.59
FAC-007625,CLT-0464,SUC-036,2023-02-07,362.25,17.52,344.73,17.52
FAC-017373,CLT-0175,SUC-034,2023-02-07,8339.13,1035.31,7303.82,1035.31
FAC-018234,CLT-0391,SUC-049,2023-02-07,425.58,63.39,362.19,63.39
FAC-005232,CLT-0047,SUC-015,2023-02-07,1188.66,267.87,920.7900000000001,267.87
FAC-039996,CLT-0310,SUC-009,2023-02-08,5213.51,1545.55,3667.96,1545.55
FAC-026679,CLT-0474,SUC-022,2023-02-08,1759.97,188.85,1571.1200000000001,188.85
FAC-049829,CLT-0118,SUC-024,2023-02-08,1377.08,58.3,1318.78,58.3
FAC-042520,CLT-0288,SUC-034,2023-02-08,50925.61,6319.06,44606.55,6319.06
FAC-011791,CLT-0021,SUC-045,2023-02-08,8402.99,2508.26,5894.73,2508.26
FAC-007582,CLT-0379,SUC-008,2023-02-08,5843.17,1273.64,4569.53,1273.64
FAC-009178,CLT-0378,SUC-007,2023-02-08,12390.25,2667.8,9722.45,2667.8
FAC-030844,CLT-0385,SUC-042,2023-02-08,2810.93,411.76,2399.17,411.76
FAC-032369,CLT-0205,SUC-020,2023-02-08,809.54,88.44,721.0999999999999,88.44
FAC-014606,CLT-0412,SUC-037,2023-02-08,22535.5,5840.63,16694.87,5840.63
FAC-002642,CLT-0389,SUC-022,2023-02-08,250.63,29.75,220.88,29.75
FAC-047894,CLT-0105,SUC-039,2023-02-08,72.96,24.15,48.809999999999995,24.15
FAC-042460,CLT-0340,SUC-032,2023-02-08,12026.91,3491.15,8535.76,3491.15
FAC-004303,CLT-0045,SUC-037,2023-02-08,6766.82,1717.89,5048.929999999999,1717.89
FAC-003993,CLT-0336,SUC-041,2023-02-08,11093.83,591.13,10502.7,591.13
FAC-042486,CLT-0036,SUC-032,2023-02-08,1033.61,327.97,705.6399999999999,327.97
FAC-048800,CLT-0336,SUC-012,2023-02-08,9513.1,1422.26,8090.84,1422.26
FAC-028847,CLT-0313,SUC-041,2023-02-08,137351.8,8170.51,129181.29,8170.51
FAC-001398,CLT-0118,SUC-027,2023-02-08,4857.61,240.28,4617.33,240.28
FAC-030763,CLT-0466,SUC-012,2023-02-08,10088.94,1506.18,8582.76,1506.18
FAC-003216,CLT-0170,SUC-033,2023-02-08,121.46,29.69,91.77,29.69
FAC-024851,CLT-0221,SUC-018,2023-02-08,363.97,70.91,293.06000000000006,70.91
FAC-009842,CLT-0010,SUC-004,2023-02-08,662.66,128.45,534.21,128.45
FAC-003253,CLT-0162,SUC-046,2023-02-08,63045.91,11903.06,51142.850000000006,11903.06
FAC-041348,CLT-0150,SUC-045,2023-02-08,1089.53,314.76,774.77,314.76
FAC-024107,CLT-0387,SUC-020,2023-02-08,323.33,37.43,285.9,37.43
FAC-026351,CLT-0271,SUC-045,2023-02-08,1679.13,483.31,1195.8200000000002,483.31
FAC-003330,CLT-0009,SUC-022,2023-02-08,10962.98,1527.23,9435.75,1527.23
FAC-042151,CLT-0193,SUC-021,2023-02-08,16315.14,4734.46,11580.68,4734.46
FAC-039083,CLT-0434,SUC-050,2023-02-08,2025.3,517.69,1507.61,517.69
FAC-046911,CLT-0467,SUC-003,2023-02-08,10203.56,1951.88,8251.68,1951.88
FAC-044244,CLT-0282,SUC-032,2023-02-08,2379.51,692.65,1686.8600000000001,692.65
FAC-003340,CLT-0472,SUC-050,2023-02-08,1228.85,294.64,934.2099999999999,294.64
FAC-008821,CLT-0431,SUC-019,2023-02-08,1545.81,96.07,1449.74,96.07
FAC-030019,CLT-0268,SUC-002,2023-02-08,4648.57,826.74,3821.83,826.74
FAC-003799,CLT-0219,SUC-039,2023-02-08,1423.4,465.53,957.8700000000001,465.53
FAC-041195,CLT-0301,SUC-036,2023-02-08,17583.66,1393.46,16190.2,1393.46
FAC-044361,CLT-0163,SUC-023,2023-02-08,1718.27,512.77,1205.5,512.77
FAC-019157,CLT-0215,SUC-010,2023-02-08,2171.56,296.14,1875.42,296.14
FAC-018058,CLT-0234,SUC-034,2023-02-08,1870.2,216.69,1653.51,216.69
FAC-004856,CLT-0147,SUC-001,2023-02-08,11244.27,3149.1,8095.17,3149.1
FAC-048258,CLT-0310,SUC-027,2023-02-08,3924.04,227.46,3696.58,227.46
FAC-000003,CLT-0178,SUC-031,2023-02-08,1990.43,609.91,1380.52,609.91
FAC-034232,CLT-0446,SUC-030,2023-02-08,514.87,67.69,447.18,67.69
FAC-026397,CLT-0145,SUC-008,2023-02-08,98978.37,20395.76,78582.61,20395.76
FAC-041476,CLT-0278,SUC-014,2023-02-08,3200.85,542.86,2657.99,542.86
FAC-021946,CLT-0436,SUC-028,2023-02-08,1435.28,72.29,1362.99,72.29
FAC-037826,CLT-0294,SUC-012,2023-02-08,488.35,82.4,405.95000000000005,82.4
FAC-000549,CLT-0170,SUC-026,2023-02-08,9104.56,969.77,8134.789999999999,969.77
FAC-021418,CLT-0091,SUC-047,2023-02-08,2832.44,346.72,2485.7200000000003,346.72
FAC-043520,CLT-0221,SUC-004,2023-02-08,7516.95,1380.96,6135.99,1380.96
FAC-011807,CLT-0483,SUC-047,2023-02-08,1825.01,259.02,1565.99,259.02
FAC-020359,CLT-0233,SUC-021,2023-02-08,2078.08,595.86,1482.2199999999998,595.86
FAC-036068,CLT-0427,SUC-006,2023-02-08,1828.87,309.63,1519.2399999999998,309.63
FAC-029236,CLT-0188,SUC-045,2023-02-08,9966.99,2913.84,7053.15,2913.84
FAC-024003,CLT-0335,SUC-036,2023-02-08,237.27,14.27,223.0,14.27
FAC-001237,CLT-0388,SUC-010,2023-02-08,26473.8,3698.21,22775.59,3698.21
FAC-022629,CLT-0024,SUC-010,2023-02-08,2574.28,369.15,2205.13,369.15
FAC-004585,CLT-0235,SUC-025,2023-02-08,4107.65,574.86,3532.7899999999995,574.86
FAC-019189,CLT-0225,SUC-015,2023-02-08,11355.84,2387.99,8967.85,2387.99
FAC-030191,CLT-0145,SUC-005,2023-02-08,6966.33,1439.03,5527.3,1439.03
FAC-026155,CLT-0500,SUC-016,2023-02-08,2435.58,537.14,1898.44,537.14
FAC-049455,CLT-0056,SUC-025,2023-02-08,2045.93,278.63,1767.3000000000002,278.63
FAC-019457,CLT-0020,SUC-037,2023-02-08,3667.56,870.04,2797.52,870.04
FAC-028655,CLT-0413,SUC-024,2023-02-08,9448.61,475.96,8972.650000000001,475.96
FAC-024992,CLT-0148,SUC-023,2023-02-08,1077.95,335.17,742.78,335.17
FAC-045349,CLT-0437,SUC-006,2023-02-08,293.88,47.57,246.31,47.57
FAC-036548,CLT-0187,SUC-011,2023-02-08,10472.37,3018.17,7454.200000000001,3018.17
FAC-003527,CLT-0434,SUC-007,2023-02-08,577.05,131.83,445.2199999999999,131.83
FAC-021131,CLT-0362,SUC-026,2023-02-08,3628.02,506.23,3121.79,506.23
FAC-012741,CLT-0445,SUC-032,2023-02-08,2530.19,777.5,1752.69,777.5
FAC-040364,CLT-0084,SUC-043,2023-02-08,22510.78,4541.96,17968.82,4541.96
FAC-009970,CLT-0441,SUC-008,2023-02-08,20549.77,3703.89,16845.88,3703.89
FAC-009626,CLT-0318,SUC-002,2023-02-08,15707.49,2572.06,13135.43,2572.06
FAC-019680,CLT-0040,SUC-010,2023-02-08,14032.81,1521.79,12511.02,1521.79
FAC-040415,CLT-0476,SUC-031,2023-02-08,516.58,141.45,375.13000000000005,141.45
FAC-046272,CLT-0053,SUC-026,2023-02-08,247.21,30.76,216.45000000000002,30.76
FAC-016349,CLT-0420,SUC-050,2023-02-08,4470.25,1122.49,3347.76,1122.49
FAC-006309,CLT-0310,SUC-041,2023-02-08,42085.35,987.09,41098.26,987.09
FAC-013122,CLT-0103,SUC-012,2023-02-08,337.77,56.7,281.07,56.7
FAC-003581,CLT-0284,SUC-044,2023-02-08,4679.29,578.42,4100.87,578.42
FAC-001519,CLT-0344,SUC-047,2023-02-08,230.21,28.76,201.45000000000002,28.76
FAC-041960,CLT-0317,SUC-020,2023-02-08,944.66,102.63,842.03,102.63
FAC-001517,CLT-0113,SUC-044,2023-02-08,144861.52,17917.6,126943.91999999998,17917.6
FAC-025361,CLT-0275,SUC-006,2023-02-08,770.55,109.25,661.3,109.25
FAC-049125,CLT-0227,SUC-034,2023-02-08,3948.0,581.02,3366.98,581.02
FAC-009965,CLT-0321,SUC-008,2023-02-08,153.55,30.55,123.00000000000001,30.55
FAC-006140,CLT-0270,SUC-009,2023-02-08,306.16,88.62,217.54000000000002,88.62
FAC-017122,CLT-0205,SUC-018,2023-02-08,65.42,10.88,54.54,10.88
FAC-007832,CLT-0325,SUC-043,2023-02-08,126345.99,22193.52,104152.47,22193.52
FAC-047387,CLT-0032,SUC-013,2023-02-08,1334.91,229.6,1105.3100000000002,229.6
FAC-042859,CLT-0160,SUC-029,2023-02-08,6084.98,983.52,5101.459999999999,983.52
FAC-003033,CLT-0071,SUC-028,2023-02-08,4316.49,274.79,4041.7,274.79
FAC-017846,CLT-0259,SUC-009,2023-02-08,11982.78,3153.52,8829.26,3153.52
FAC-013164,CLT-0456,SUC-050,2023-02-08,2344.57,618.78,1725.7900000000002,618.78
FAC-036514,CLT-0373,SUC-020,2023-02-08,2889.63,258.17,2631.46,258.17
FAC-001844,CLT-0030,SUC-050,2023-02-08,18774.2,4969.33,13804.87,4969.33
FAC-005299,CLT-0082,SUC-027,2023-02-08,8213.76,699.26,7514.5,699.26
FAC-009776,CLT-0330,SUC-042,2023-02-08,45953.84,5796.4,40157.439999999995,5796.4
FAC-045894,CLT-0482,SUC-032,2023-02-08,4763.35,1480.58,3282.7700000000004,1480.58
FAC-023332,CLT-0227,SUC-030,2023-02-08,4754.21,726.49,4027.7200000000003,726.49
FAC-023192,CLT-0118,SUC-012,2023-02-08,14453.91,2114.08,12339.83,2114.08
FAC-004429,CLT-0337,SUC-045,2023-02-08,2867.85,822.43,2045.42,822.43
FAC-011990,CLT-0030,SUC-047,2023-02-08,42.51,6.23,36.28,6.23
FAC-047298,CLT-0415,SUC-045,2023-02-08,12926.12,3768.57,9157.550000000001,3768.57
FAC-020633,CLT-0049,SUC-041,2023-02-08,53201.07,2158.39,51042.68,2158.39
FAC-025444,CLT-0459,SUC-034,2023-02-08,3769.55,442.16,3327.3900000000003,442.16
FAC-011530,CLT-0157,SUC-017,2023-02-08,941.5,60.23,881.27,60.23
FAC-037511,CLT-0276,SUC-027,2023-02-08,22396.06,1490.22,20905.84,1490.22
FAC-048414,CLT-0023,SUC-016,2023-02-08,1684.48,358.88,1325.6,358.88
FAC-031118,CLT-0479,SUC-005,2023-02-08,1919.29,449.11,1470.1799999999998,449.11
FAC-032283,CLT-0002,SUC-039,2023-02-08,2716.69,848.32,1868.37,848.32
FAC-038917,CLT-0335,SUC-025,2023-02-08,1395.58,199.18,1196.3999999999999,199.18
FAC-043432,CLT-0036,SUC-003,2023-02-08,33109.04,6461.34,26647.7,6461.34
FAC-007013,CLT-0173,SUC-048,2023-02-08,2326.48,687.33,1639.15,687.33
FAC-025919,CLT-0155,SUC-032,2023-02-08,1812.77,566.12,1246.65,566.12
FAC-043405,CLT-0006,SUC-018,2023-02-08,14757.73,2534.27,12223.46,2534.27
FAC-032261,CLT-0156,SUC-020,2023-02-08,32577.36,3736.19,28841.170000000002,3736.19
FAC-021627,CLT-0244,SUC-040,2023-02-08,2262.5,437.22,1825.28,437.22
FAC-021923,CLT-0179,SUC-017,2023-02-08,4820.32,319.3,4501.0199999999995,319.3
FAC-017789,CLT-0376,SUC-042,2023-02-08,2843.75,380.7,2463.05,380.7
FAC-035166,CLT-0004,SUC-048,2023-02-08,334.89,101.38,233.51,101.38
FAC-043482,CLT-0237,SUC-020,2023-02-08,1468.22,116.37,1351.85,116.37
FAC-026862,CLT-0075,SUC-042,2023-02-08,5585.56,670.0,4915.56,670.0
FAC-014090,CLT-0315,SUC-045,2023-02-08,4792.58,1359.14,3433.4399999999996,1359.14
FAC-015777,CLT-0050,SUC-037,2023-02-08,480.21,118.9,361.30999999999995,118.9
FAC-000467,CLT-0301,SUC-031,2023-02-08,2873.82,824.52,2049.3,824.52
FAC-012650,CLT-0075,SUC-026,2023-02-08,3261.32,345.68,2915.6400000000003,345.68
FAC-035151,CLT-0091,SUC-025,2023-02-08,344.26,45.35,298.90999999999997,45.35
FAC-041983,CLT-0370,SUC-023,2023-02-08,64.99,19.15,45.839999999999996,19.15
FAC-041971,CLT-0391,SUC-004,2023-02-08,1535.65,301.13,1234.52,301.13
FAC-010165,CLT-0335,SUC-009,2023-02-09,1044.3,278.78,765.52,278.78
FAC-036143,CLT-0226,SUC-014,2023-02-09,847.57,166.11,681.46,166.11
FAC-047761,CLT-0093,SUC-011,2023-02-09,4969.38,1390.3,3579.08,1390.3
FAC-016015,CLT-0037,SUC-021,2023-02-09,103703.29,31483.63,72219.65999999999,31483.63
FAC-000154,CLT-0255,SUC-037,2023-02-09,1874.42,465.59,1408.8300000000002,465.59
FAC-009273,CLT-0044,SUC-013,2023-02-09,1438.56,261.88,1176.6799999999998,261.88
FAC-004637,CLT-0262,SUC-040,2023-02-09,734.69,121.37,613.32,121.37
FAC-028770,CLT-0200,SUC-003,2023-02-09,6778.57,1156.63,5621.94,1156.63
FAC-027442,CLT-0292,SUC-030,2023-02-09,1640.06,217.89,1422.17,217.89
FAC-028485,CLT-0460,SUC-040,2023-02-09,32712.05,6297.92,26414.129999999997,6297.92
FAC-026343,CLT-0189,SUC-018,2023-02-09,10487.23,2001.86,8485.369999999999,2001.86
FAC-020915,CLT-0070,SUC-036,2023-02-09,4065.68,304.76,3760.92,304.76
FAC-012620,CLT-0048,SUC-033,2023-02-09,316.66,82.8,233.86,82.8
FAC-012696,CLT-0001,SUC-022,2023-02-09,2110.03,262.87,1847.1600000000003,262.87
FAC-027437,CLT-0264,SUC-003,2023-02-09,552.27,96.25,456.02,96.25
FAC-045367,CLT-0387,SUC-015,2023-02-09,1061.98,221.59,840.39,221.59
FAC-006453,CLT-0477,SUC-048,2023-02-09,19971.1,6270.7,13700.399999999998,6270.7
FAC-027676,CLT-0326,SUC-037,2023-02-09,1892.53,429.41,1463.12,429.41
FAC-040249,CLT-0182,SUC-038,2023-02-09,32712.99,4460.02,28252.97,4460.02
FAC-025473,CLT-0218,SUC-035,2023-02-09,200.8,45.4,155.4,45.4
FAC-034538,CLT-0200,SUC-043,2023-02-09,5308.84,947.2,4361.64,947.2
FAC-020440,CLT-0342,SUC-024,2023-02-09,1323.68,66.11,1257.5700000000002,66.11
FAC-012054,CLT-0104,SUC-035,2023-02-09,1083.15,259.23,823.9200000000001,259.23
FAC-010299,CLT-0088,SUC-022,2023-02-09,3325.8,383.35,2942.4500000000003,383.35
FAC-046432,CLT-0400,SUC-012,2023-02-09,10669.08,1694.24,8974.84,1694.24
FAC-021255,CLT-0159,SUC-023,2023-02-09,1736.73,520.55,1216.18,520.55
FAC-034910,CLT-0149,SUC-050,2023-02-09,8374.26,2115.58,6258.68,2115.58
FAC-015794,CLT-0104,SUC-015,2023-02-09,785.53,178.93,606.5999999999999,178.93
FAC-006542,CLT-0138,SUC-046,2023-02-09,1237.5,269.51,967.99,269.51
FAC-010759,CLT-0021,SUC-028,2023-02-09,935.74,63.81,871.9300000000001,63.81
FAC-009133,CLT-0414,SUC-035,2023-02-09,1511.13,334.44,1176.69,334.44
FAC-034850,CLT-0053,SUC-028,2023-02-09,3471.17,248.09,3223.08,248.09
FAC-016152,CLT-0259,SUC-019,2023-02-09,1549.25,97.41,1451.84,97.41
FAC-049833,CLT-0362,SUC-011,2023-02-09,22533.31,7026.52,15506.79,7026.52
FAC-021236,CLT-0005,SUC-049,2023-02-09,1718.18,290.68,1427.5,290.68
FAC-015714,CLT-0420,SUC-047,2023-02-09,38871.82,5345.47,33526.35,5345.47
FAC-038079,CLT-0298,SUC-021,2023-02-09,14483.84,4201.9,10281.94,4201.9
FAC-039549,CLT-0340,SUC-019,2023-02-09,15829.62,842.13,14987.490000000002,842.13
FAC-045680,CLT-0044,SUC-026,2023-02-09,1112.95,118.89,994.0600000000001,118.89
FAC-045060,CLT-0039,SUC-047,2023-02-09,3934.25,495.27,3438.98,495.27
FAC-000797,CLT-0381,SUC-047,2023-02-09,1463.65,210.2,1253.45,210.2
FAC-035436,CLT-0264,SUC-001,2023-02-09,8533.26,2205.77,6327.49,2205.77
FAC-035245,CLT-0021,SUC-037,2023-02-09,805.92,196.11,609.81,196.11
FAC-014933,CLT-0111,SUC-032,2023-02-09,2138.71,615.54,1523.17,615.54
FAC-034682,CLT-0142,SUC-028,2023-02-09,846.9,58.2,788.6999999999999,58.2
FAC-018690,CLT-0204,SUC-001,2023-02-09,3051.37,882.02,2169.35,882.02
FAC-036997,CLT-0282,SUC-004,2023-02-09,19026.08,3775.64,15250.440000000002,3775.64
FAC-028868,CLT-0447,SUC-001,2023-02-09,9161.9,2604.61,6557.289999999999,2604.61
FAC-027845,CLT-0109,SUC-022,2023-02-09,6065.81,623.84,5441.97,623.84
FAC-028866,CLT-0417,SUC-048,2023-02-09,35117.71,10347.42,24770.29,10347.42
FAC-024521,CLT-0128,SUC-016,2023-02-09,21442.57,4902.57,16540.0,4902.57
FAC-024519,CLT-0366,SUC-048,2023-02-09,2164.5,621.76,1542.74,621.76
FAC-000842,CLT-0056,SUC-025,2023-02-09,94388.48,13950.12,80438.36,13950.12
FAC-029681,CLT-0428,SUC-015,2023-02-09,4532.84,934.14,3598.7000000000003,934.14
FAC-029539,CLT-0177,SUC-021,2023-02-09,758.69,235.69,523.0,235.69
FAC-004356,CLT-0304,SUC-033,2023-02-09,446.77,119.5,327.27,119.5
FAC-032004,CLT-0365,SUC-045,2023-02-09,469.58,130.43,339.15,130.43
FAC-031128,CLT-0075,SUC-009,2023-02-09,8406.75,2173.96,6232.79,2173.96
FAC-008214,CLT-0372,SUC-002,2023-02-09,1567.4,286.21,1281.19,286.21
FAC-042979,CLT-0345,SUC-001,2023-02-09,36986.29,10876.5,26109.79,10876.5
FAC-011727,CLT-0495,SUC-022,2023-02-09,4004.06,456.06,3548.0,456.06
FAC-019211,CLT-0049,SUC-036,2023-02-09,2172.46,170.91,2001.55,170.91
FAC-023513,CLT-0335,SUC-012,2023-02-09,7045.53,1179.46,5866.07,1179.46
FAC-021644,CLT-0032,SUC-004,2023-02-09,20921.09,3749.24,17171.85,3749.24
FAC-019874,CLT-0321,SUC-045,2023-02-09,225.87,62.25,163.62,62.25
FAC-049232,CLT-0027,SUC-041,2023-02-09,13273.77,581.32,12692.45,581.32
FAC-008527,CLT-0320,SUC-018,2023-02-09,1920.37,354.2,1566.1699999999998,354.2
FAC-032037,CLT-0058,SUC-014,2023-02-09,4959.57,863.75,4095.8199999999997,863.75
FAC-033611,CLT-0135,SUC-047,2023-02-09,12501.77,1638.08,10863.69,1638.08
FAC-019782,CLT-0286,SUC-009,2023-02-09,3850.86,1023.41,2827.4500000000003,1023.41
FAC-030235,CLT-0286,SUC-017,2023-02-09,872.88,67.08,805.8,67.08
FAC-023188,CLT-0206,SUC-020,2023-02-09,1680.29,151.26,1529.03,151.26
FAC-031514,CLT-0103,SUC-043,2023-02-09,2047.74,392.46,1655.28,392.46
FAC-018103,CLT-0416,SUC-013,2023-02-09,16547.45,3062.76,13484.69,3062.76
FAC-043062,CLT-0434,SUC-029,2023-02-09,40590.54,6579.23,34011.31,6579.23
FAC-042762,CLT-0090,SUC-021,2023-02-09,29587.04,8337.86,21249.18,8337.86
FAC-012133,CLT-0138,SUC-017,2023-02-09,9657.35,472.38,9184.970000000001,472.38
FAC-044062,CLT-0333,SUC-015,2023-02-09,807.52,185.91,621.61,185.91
FAC-049205,CLT-0030,SUC-009,2023-02-09,5487.26,1599.16,3888.1000000000004,1599.16
FAC-015370,CLT-0100,SUC-012,2023-02-09,16538.42,2831.95,13706.469999999998,2831.95
FAC-042865,CLT-0156,SUC-037,2023-02-09,527.73,120.99,406.74,120.99
FAC-031871,CLT-0082,SUC-018,2023-02-09,5215.83,944.09,4271.74,944.09
FAC-042928,CLT-0248,SUC-045,2023-02-09,4891.16,1484.08,3407.08,1484.08
FAC-002997,CLT-0076,SUC-027,2023-02-09,251.18,17.88,233.3,17.88
FAC-034305,CLT-0411,SUC-007,2023-02-09,2234.8,497.91,1736.89,497.91
FAC-020075,CLT-0399,SUC-020,2023-02-09,41332.2,3721.07,37611.13,3721.07
FAC-008201,CLT-0389,SUC-007,2023-02-09,2059.31,452.02,1607.29,452.02
FAC-037813,CLT-0091,SUC-015,2023-02-09,11420.54,2409.78,9010.76,2409.78
FAC-048434,CLT-0391,SUC-035,2023-02-09,99.82,21.84,77.97999999999999,21.84
FAC-013812,CLT-0450,SUC-048,2023-02-09,12506.87,3671.75,8835.12,3671.75
